header.cases,/nfs/home/zhangruisi/Downloads/xs-env/XiangShan/SPEC06_EmuTasks_1208/mcf_17520000000_0.126350/simulator_err.txt
core_with_l2.core.memBlock.LoadUnit_0.s2_in_valid,12148123
core_with_l2.core.memBlock.LoadUnit_0.s2_prefetch,0
core_with_l2.core.memBlock.LoadUnit_0.s2_prefetch_accept,0
core_with_l2.core.memBlock.LoadUnit_0.s2_prefetch_hit,0
core_with_l2.core.memBlock.LoadUnit_0.s2_prefetch_ignored,0
core_with_l2.core.memBlock.LoadUnit_0.s2_prefetch_miss,0
core_with_l2.core.memBlock.LoadUnit_0.s2_stall_out,0
core_with_l2.core.memBlock.LoadUnit_0.s2_successfully_forward_channel_D,548007
core_with_l2.core.memBlock.LoadUnit_0.s2_successfully_forward_mshr,266839
core_with_l2.core.memBlock.LoadUnit_0.s3_fwd_frm_d_chan,33588
core_with_l2.core.memBlock.LoadUnit_1.load_to_load_forward,170932
core_with_l2.core.memBlock.LoadUnit_1.load_to_load_forward_fail,139992
core_with_l2.core.memBlock.LoadUnit_1.load_to_load_forward_fail_addr_align,0
core_with_l2.core.memBlock.LoadUnit_1.load_to_load_forward_fail_cancelled,1307
core_with_l2.core.memBlock.LoadUnit_1.load_to_load_forward_fail_op_not_ld,0
core_with_l2.core.memBlock.LoadUnit_1.load_to_load_forward_fail_set_mismatch,138685
core_with_l2.core.memBlock.LoadUnit_1.load_to_load_forward_fail_wakeup_mismatch,0
core_with_l2.core.memBlock.LoadUnit_1.load_to_load_forward_try,172239
core_with_l2.core.memBlock.LoadUnit_1.s0_addr_spec_failed,4133892
core_with_l2.core.memBlock.LoadUnit_1.s0_addr_spec_failed_once,339364
core_with_l2.core.memBlock.LoadUnit_1.s0_addr_spec_success,7005525
core_with_l2.core.memBlock.LoadUnit_1.s0_addr_spec_success_once,4974349
core_with_l2.core.memBlock.LoadUnit_1.s0_fast_replay_issue,4369236
core_with_l2.core.memBlock.LoadUnit_1.s0_forward_tl_d_channel,1153158
core_with_l2.core.memBlock.LoadUnit_1.s0_hardware_prefetch_blocked,0
core_with_l2.core.memBlock.LoadUnit_1.s0_hardware_prefetch_fire,0
core_with_l2.core.memBlock.LoadUnit_1.s0_hardware_prefetch_total,0
core_with_l2.core.memBlock.LoadUnit_1.s0_in_block,3603028
core_with_l2.core.memBlock.LoadUnit_1.s0_in_fire_first_issue,5313713
core_with_l2.core.memBlock.LoadUnit_1.s0_in_valid,8877904
core_with_l2.core.memBlock.LoadUnit_1.s0_ldu_fire_first_issue,5273335
core_with_l2.core.memBlock.LoadUnit_1.s0_lsq_fire_first_issue,1456468
core_with_l2.core.memBlock.LoadUnit_1.s0_software_prefetch_fire,0
core_with_l2.core.memBlock.LoadUnit_1.s0_stall_dcache,0
core_with_l2.core.memBlock.LoadUnit_1.s0_stall_out,0
core_with_l2.core.memBlock.LoadUnit_1.s1_in_fire,10903609
core_with_l2.core.memBlock.LoadUnit_1.s1_in_fire_first_issue,5104595
core_with_l2.core.memBlock.LoadUnit_1.s1_in_valid,11139417
core_with_l2.core.memBlock.LoadUnit_1.s1_late_kill,0
core_with_l2.core.memBlock.LoadUnit_1.s1_stall_out,0
core_with_l2.core.memBlock.LoadUnit_1.s1_tlb_miss,373810
core_with_l2.core.memBlock.LoadUnit_1.s1_tlb_miss_first_issue,362055
core_with_l2.core.memBlock.LoadUnit_1.s2_dcache_miss,7580832
core_with_l2.core.memBlock.LoadUnit_1.s2_dcache_miss_first_issue,2066315
core_with_l2.core.memBlock.LoadUnit_1.s2_dcache_miss_full_forward,6765181
core_with_l2.core.memBlock.LoadUnit_1.s2_dcache_real_miss_first_issue,2066315
core_with_l2.core.memBlock.LoadUnit_1.s2_forward_req,954868
core_with_l2.core.memBlock.LoadUnit_1.s2_full_forward,46
core_with_l2.core.memBlock.LoadUnit_1.s2_fwd_frm_d_can,553740
core_with_l2.core.memBlock.LoadUnit_1.s2_fwd_frm_d_chan_or_mshr,829432
core_with_l2.core.memBlock.LoadUnit_1.s2_in_fire,10814252
core_with_l2.core.memBlock.LoadUnit_1.s2_in_fire_first_issue,5046097
core_with_l2.core.memBlock.LoadUnit_1.s2_in_valid,10903609
core_with_l2.core.memBlock.LoadUnit_1.s2_prefetch,0
core_with_l2.core.memBlock.LoadUnit_1.s2_prefetch_accept,0
core_with_l2.core.memBlock.LoadUnit_1.s2_prefetch_hit,0
core_with_l2.core.memBlock.LoadUnit_1.s2_prefetch_ignored,0
core_with_l2.core.memBlock.LoadUnit_1.s2_prefetch_miss,0
core_with_l2.core.memBlock.LoadUnit_1.s2_stall_out,0
core_with_l2.core.memBlock.LoadUnit_1.s2_successfully_forward_channel_D,548928
core_with_l2.core.memBlock.LoadUnit_1.s2_successfully_forward_mshr,266721
core_with_l2.core.memBlock.LoadUnit_1.s3_fwd_frm_d_chan,33719
core_with_l2.core.memBlock.ls_rs_deq_count,48692060
core_with_l2.core.memBlock.lsq.loadQueue.exceptionBuffer.exception,0
core_with_l2.core.memBlock.lsq.loadQueue.full_mask_000,45607594
core_with_l2.core.memBlock.lsq.loadQueue.full_mask_001,0
core_with_l2.core.memBlock.lsq.loadQueue.full_mask_010,0
core_with_l2.core.memBlock.lsq.loadQueue.full_mask_011,0
core_with_l2.core.memBlock.lsq.loadQueue.full_mask_100,0
core_with_l2.core.memBlock.lsq.loadQueue.full_mask_101,0
core_with_l2.core.memBlock.lsq.loadQueue.full_mask_110,0
core_with_l2.core.memBlock.lsq.loadQueue.full_mask_111,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.empty,5486959
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.enq,11567356
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.exHalf,5332998
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.freeList.empty,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.full,13
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.ld_ld_violation,332
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_0_1,5486959
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_1_2,1491545
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_2_3,1557350
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_3_4,1519180
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_4_5,3039920
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_5_6,1879467
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_6_7,3149385
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_7_8,2978532
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_8_9,2221604
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_9_10,1330349
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_10_11,976741
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_11_12,1161152
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_12_13,961404
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_13_14,694438
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_14_15,690188
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_15_16,668578
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_16_17,685037
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_17_18,505160
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_18_19,609306
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_19_20,598537
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_20_21,462005
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_21_22,451355
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_22_23,493612
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_23_24,582438
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_24_25,366820
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_25_26,369978
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_26_27,406495
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_27_28,404460
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_28_29,303839
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_29_30,345197
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_30_31,579319
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_31_32,308193
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_32_33,295952
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_33_34,335714
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_34_35,373148
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_35_36,247064
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_36_37,279074
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_37_38,629102
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_38_39,277497
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_39_40,280034
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_40_41,278467
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_41_42,403164
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_42_43,231762
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_43_44,232845
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_44_45,737884
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_45_46,217541
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_46_47,1728062
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_47_48,539064
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_48_49,515226
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_49_50,201394
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_50_51,108920
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_51_52,73693
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_52_53,72292
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_53_54,75856
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_54_55,37067
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_55_56,22016
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_56_57,30588
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_57_58,17086
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_58_59,22568
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_59_60,13550
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_60_61,11118
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_61_62,6369
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_62_63,5534
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_63_64,4643
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_64_65,3347
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_65_66,3956
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_66_67,2131
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_67_68,2993
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_68_69,1733
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_69_70,1391
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_70_71,2013
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_71_72,2531
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_72_73,591
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_73_74,1520
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_74_75,671
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_75_76,710
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_76_77,301
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_77_78,662
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_78_79,193
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_79_80,13
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_mean,15
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_overflow,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_sampled,45607593
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_sum,687011102
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.util_underflow,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAR.utilization,687011106
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.empty,39946716
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.enqs,11567356
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.exHalf,39422
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.freeList.empty,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.full,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.stld_rollback,3725
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_0_1,39946716
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_1_2,2841365
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_2_3,472644
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_3_4,254373
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_4_5,182784
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_5_6,138959
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_6_7,268704
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_7_8,309892
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_8_9,147311
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_9_10,107352
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_10_11,117434
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_11_12,147750
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_12_13,123058
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_13_14,62865
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_14_15,62639
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_15_16,56778
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_16_17,43205
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_17_18,12346
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_18_19,33729
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_19_20,52439
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_20_21,20634
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_21_22,16531
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_22_23,25760
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_23_24,24749
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_24_25,4017
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_25_26,13764
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_26_27,22655
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_27_28,9455
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_28_29,8266
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_29_30,17416
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_30_31,16915
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_31_32,1775
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_32_33,3891
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_33_34,7728
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_34_35,2400
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_35_36,3327
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_36_37,6072
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_37_38,7649
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_38_39,465
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_39_40,472
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_40_41,2227
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_41_42,945
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_42_43,913
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_43_44,2453
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_44_45,4313
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_45_46,74
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_46_47,85
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_47_48,58
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_48_49,63
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_49_50,42
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_50_51,56
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_51_52,32
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_52_53,7
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_53_54,7
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_54_55,1
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_55_56,1
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_56_57,1
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_57_58,31
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_58_59,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_59_60,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_60_61,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_61_62,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_62_63,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_63_64,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_mean,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_overflow,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_sampled,45607593
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_sum,27307020
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.util_underflow,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueRAW.utilization,27307021
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.deq,2898867
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.deq_block,2656115
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.enq,9970843
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.freeList.empty,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.replay_bank_conflict,73598
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.replay_dcache_miss,3063734
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.replay_dcache_replay,327080
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.replay_forward_fail,2
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.replay_full,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.replay_hint_wakeup,838801
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.replay_mem_amb,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.replay_nuke,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.replay_rar_nack,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.replay_raw_nack,0
core_with_l2.core.memBlock.lsq.loadQueue.loadQueueReplay.replay_tlb_miss,688387
core_with_l2.core.memBlock.lsq.loadQueue.rollback,3725
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.empty,45607594
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.exHalf,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.freeList.empty,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.full,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.mmio_writeback_blocked,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.mmio_writeback_success,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.mmioCnt,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.mmioCycle,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.uncache_full_rollback,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_0_1,45607593
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_1_2,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_2_3,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_3_4,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_4_5,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_5_6,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_6_7,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_7_8,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_8_9,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_9_10,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_10_11,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_11_12,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_12_13,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_13_14,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_14_15,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_15_16,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_16_17,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_17_18,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_18_19,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_19_20,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_mean,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_overflow,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_sampled,45607593
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_sum,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.util_underflow,0
core_with_l2.core.memBlock.lsq.loadQueue.uncacheBuffer.utilization,0
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.empty,1658057
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.exHalf,29530585
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.full,212818
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_0_1,1658057
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_1_2,461906
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_2_3,29654
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_3_4,211415
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_4_5,52320
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_5_6,691286
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_6_7,134202
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_7_8,1094523
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_8_9,461833
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_9_10,642546
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_10_11,544413
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_11_12,477159
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_12_13,285484
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_13_14,275545
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_14_15,627282
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_15_16,147270
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_16_17,262592
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_17_18,226278
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_18_19,256955
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_19_20,165538
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_20_21,159837
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_21_22,476406
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_22_23,117579
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_23_24,230090
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_24_25,146001
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_25_26,239387
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_26_27,133642
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_27_28,152484
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_28_29,456453
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_29_30,128127
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_30_31,222311
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_31_32,140439
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_32_33,252923
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_33_34,185393
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_34_35,589962
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_35_36,573364
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_36_37,438891
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_37_38,341293
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_38_39,242732
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_39_40,602619
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_40_41,1540817
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_41_42,1111426
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_42_43,1447026
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_43_44,745541
core_with_l2.core.memBlock.lsq.loadQueue.virtualLoadQueue.util_44_45,586068
